Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2004,3,25,4,1524,1530,1812,1819,UA,450,N336UA,108,109,86,-7,-6,DEN,DFW,641,10,12,0,,0,0,0,0,0,0
2004,3,25,4,1123,1125,1441,1441,UA,450,N336UA,138,136,124,0,-2,SMF,DEN,910,4,10,0,,0,0,0,0,0,0
2004,3,25,4,803,807,1017,1022,UA,451,N841UA,254,255,238,-5,-4,ORD,SAN,1723,1,15,0,,0,0,0,0,0,0
2004,3,25,4,1253,1258,1558,1555,UA,452,N906UA,125,117,91,3,-5,ORD,PHL,678,5,29,0,,0,0,0,0,0,0
2004,3,25,4,1100,1104,1349,1358,UA,454,N435UA,109,114,85,-9,-4,ORD,ATL,606,8,16,0,,0,0,0,0,0,0
2004,3,25,4,904,910,1022,1044,UA,455,N305UA,138,154,124,-22,-6,MHT,ORD,843,3,11,0,,0,0,0,0,0,0
2004,3,25,4,1840,1727,2116,2004,UA,456,N808UA,156,157,139,72,73,IAH,ORD,925,6,11,0,,0,0,0,72,0,0
2004,3,25,4,2150,2055,105,2359,UA,456,N808UA,135,124,107,66,55,ORD,PVD,849,4,24,0,,0,0,0,11,0,55
2004,3,25,4,1048,1055,1642,1637,UA,456,N808UA,234,222,200,5,-7,SFO,IAH,1635,16,18,0,,0,0,0,0,0,0
2004,3,25,4,1004,1005,1605,1548,UA,458,N469UA,241,223,219,17,-1,DEN,MIA,1709,12,10,0,,0,0,0,17,0,0
2004,3,25,4,1508,1510,1737,1719,UA,459,N414UA,149,129,120,18,-2,PDX,LAX,834,7,22,0,,0,0,0,18,0,0
2004,3,25,4,2230,2210,23,2348,UA,460,N452UA,113,98,74,35,20,SFO,PDX,550,5,34,0,,0,0,0,15,0,20
2004,3,25,4,2009,2009,2148,2144,UA,461,N838UA,159,155,133,4,0,DEN,SJC,948,6,20,0,,0,0,0,0,0,0
2004,3,25,4,1647,1648,1900,1916,UA,461,N838UA,253,268,235,-16,-1,EWR,DEN,1605,5,13,0,,0,0,0,0,0,0
2004,3,25,4,630,630,913,915,UA,462,N810UA,103,105,80,-2,0,ORD,CLT,599,3,20,0,,0,0,0,0,0,0
2004,3,25,4,959,955,1226,1208,UA,463,N536UA,267,253,239,18,4,ORD,SAN,1723,2,26,0,,0,0,0,18,0,0
2004,3,25,4,1125,1115,1438,1436,UA,464,N926UA,133,141,121,2,10,PDX,DEN,992,5,7,0,,0,0,0,0,0,0
2004,3,25,4,1647,1641,1932,1918,UA,465,N821UA,285,277,248,14,6,BOS,DEN,1754,11,26,0,,0,0,0,0,0,0
2004,3,25,4,2056,2057,2324,2326,UA,466,N330UA,88,89,71,-2,-1,DEN,MCI,533,3,14,0,,0,0,0,0,0,0
2004,3,25,4,1646,1651,2005,2012,UA,466,N330UA,139,141,126,-7,-5,PDX,DEN,992,5,8,0,,0,0,0,0,0,0
2004,3,25,4,652,655,851,915,UA,467,N351UA,179,200,166,-24,-3,FLL,ORD,1182,4,9,0,,0,0,0,0,0,0
2004,3,25,4,958,1005,1258,1304,UA,467,N351UA,180,179,151,-6,-7,ORD,SAT,1041,4,25,0,,0,0,0,0,0,0
2004,3,25,4,1343,1345,1747,1723,UA,468,N507UA,184,158,132,24,-2,ORD,TPA,1012,4,48,0,,0,0,0,24,0,0
2004,3,25,4,745,745,1145,1157,UA,468,N507UA,180,192,162,-12,0,PHX,ORD,1440,5,13,0,,0,0,0,0,0,0
2004,3,25,4,1015,1014,1152,1205,UA,469,N378UA,157,171,140,-13,1,DEN,SFO,967,3,14,0,,0,0,0,0,0,0
2004,3,25,4,1606,1605,1957,1938,UA,470,N561UA,171,153,132,19,1,ORD,MCO,1005,6,33,0,,0,0,0,19,0,0
2004,3,25,4,1039,1040,1508,1457,UA,470,N561UA,209,197,188,11,-1,PHX,ORD,1440,4,17,0,,0,0,0,0,0,0
2004,3,25,4,1954,1710,2022,1758,UA,471,N946UA,88,108,79,144,164,BUF,ORD,473,3,6,0,,0,0,0,144,0,0
2004,3,25,4,2055,1845,2235,2017,UA,471,N946UA,100,92,57,138,130,ORD,MSP,334,3,40,0,,0,0,0,11,0,127
2004,3,25,4,653,700,1212,1228,UA,472,N936UA,199,208,184,-16,-7,GEG,ORD,1498,4,11,0,,0,0,0,0,0,0
2004,3,25,4,1341,1345,1649,1623,UA,472,N936UA,128,98,69,26,-4,ORD,ROC,528,8,51,0,,0,0,0,26,0,0
2004,3,25,4,2000,1955,2240,2219,UA,473,N572UA,280,264,227,21,5,ORD,SNA,1726,5,48,0,,0,0,0,16,0,5
2004,3,25,4,1645,1603,1645,1615,UA,475,N312UA,60,72,46,30,42,IND,ORD,177,5,9,0,,0,0,0,0,0,30
2004,3,25,4,1723,1705,2054,1955,UA,475,N312UA,271,230,206,59,18,ORD,TUS,1437,4,61,0,,0,0,0,44,0,15
2004,3,25,4,1640,1630,1830,1826,UA,476,N452UA,110,116,89,4,10,SFO,SEA,679,5,16,0,,0,0,0,0,0,0
2004,3,25,4,949,950,1046,1059,UA,477,N414UA,117,129,101,-13,-1,BWI,ORD,622,2,14,0,,0,0,0,0,0,0
2004,3,25,4,1153,1155,1421,1420,UA,477,N414UA,268,265,244,1,-2,ORD,PDX,1739,3,21,0,,0,0,0,0,0,0
2004,3,25,4,857,905,950,1003,UA,478,N394UA,113,118,93,-13,-8,SLC,SFO,599,4,16,0,,0,0,0,0,0,0
2004,3,25,4,1707,1710,1931,1922,UA,479,N584UA,144,132,111,9,-3,IAD,MCO,758,6,27,0,,0,0,0,0,0,0
2004,3,25,4,609,600,921,925,UA,480,N669UA,132,145,111,-4,9,SFO,DEN,967,8,13,0,,0,0,0,0,0,0
2004,3,25,4,2217,2015,103,2239,UA,481,N848UA,286,264,238,144,122,ORD,SAN,1723,2,46,0,,0,0,0,23,0,121
2004,3,25,4,553,600,754,804,UA,482,N453UA,121,124,103,-10,-7,MCO,IAD,758,4,14,0,,0,0,0,0,0,0
2004,3,25,4,835,845,1005,1015,UA,483,N931UA,90,90,66,-10,-10,ORD,MSP,334,4,20,0,,0,0,0,0,0,0
2004,3,25,4,1240,1245,1553,1605,UA,484,N932UA,133,140,109,-12,-5,LAX,DEN,862,5,19,0,,0,0,0,0,0,0
2004,3,25,4,637,640,741,750,UA,485,N837UA,124,130,108,-9,-3,SAT,DEN,794,7,9,0,,0,0,0,0,0,0
2004,3,25,4,1106,1110,1402,1414,UA,486,N377UA,116,124,103,-12,-4,DEN,SAT,794,3,10,0,,0,0,0,0,0,0
2004,3,25,4,1156,1200,1303,1314,UA,487,N317UA,127,134,104,-11,-4,PHL,ORD,678,2,21,0,,0,0,0,0,0,0
2004,3,25,4,1104,1110,1630,1640,UA,488,N555UA,206,210,174,-10,-6,LAS,ORD,1515,6,26,0,,0,0,0,0,0,0
2004,3,25,4,2012,1907,2238,1938,UA,489,N332UA,206,91,71,180,65,CMH,ORD,296,3,132,0,,0,0,0,115,0,65
2004,3,25,4,1221,1225,1501,1512,UA,490,N326UA,100,107,84,-11,-4,DEN,DFW,641,8,8,0,,0,0,0,0,0,0
2004,3,25,4,1244,1250,1456,1507,UA,491,N453UA,132,137,115,-11,-6,IAD,TPA,810,3,14,0,,0,0,0,0,0,0
2004,3,25,4,1305,1310,1805,1807,UA,492,N445UA,180,177,149,-2,-5,LAX,DFW,1235,7,24,0,,0,0,0,0,0,0
2004,3,25,4,551,600,715,742,UA,493,N829UA,144,162,127,-27,-9,PVD,ORD,849,3,14,0,,0,0,0,0,0,0
2004,3,25,4,653,700,1000,1004,UA,494,N910UA,127,124,107,-4,-7,ORD,MHT,843,2,18,0,,0,0,0,0,0,0
2004,3,25,4,954,1005,1124,1141,UA,495,N405UA,90,96,74,-17,-11,BOS,IAD,413,6,10,0,,0,0,0,0,0,0
2004,3,25,4,1245,1250,1423,1440,UA,495,N405UA,218,230,197,-17,-5,IAD,DEN,1452,5,16,0,,0,0,0,0,0,0
2004,3,25,4,1556,1555,1904,1910,UA,496,N458UA,128,135,104,-6,1,LAX,DEN,862,7,17,0,,0,0,0,0,0,0
2004,3,25,4,834,840,1010,1015,UA,497,N855UA,156,155,140,-5,-6,DEN,SJC,948,4,12,0,,0,0,0,0,0,0
2004,3,25,4,837,843,939,950,UA,498,N473UA,62,67,45,-11,-6,LAX,LAS,236,5,12,0,,0,0,0,0,0,0
2004,3,25,4,849,845,1051,1030,UA,499,N926UA,182,165,146,21,4,DEN,PDX,992,3,33,0,,0,0,0,21,0,0
2004,3,25,4,1236,1228,1455,1447,UA,500,N392UA,79,79,60,8,8,DEN,OMA,472,3,16,0,,0,0,0,0,0,0
2004,3,25,4,904,820,1206,1133,UA,500,N392UA,122,133,108,33,44,GEG,DEN,836,5,9,0,,0,33,0,0,0,0
2004,3,25,4,1541,1532,1712,1705,UA,500,N392UA,91,93,69,7,9,OMA,ORD,416,4,18,0,,0,0,0,0,0,0
2004,3,25,4,1758,1750,2007,1948,UA,500,N392UA,69,58,28,19,8,ORD,GRR,137,3,38,0,,0,8,0,11,0,0
2004,3,25,4,1059,1105,1230,1236,UA,501,N394UA,91,91,70,-6,-6,SFO,SAN,447,2,19,0,,0,0,0,0,0,0
2004,3,25,4,1228,1230,1518,1515,UA,502,N528UA,350,345,331,3,-2,IAD,SFO,2419,6,13,0,,0,0,0,0,0,0
2004,3,25,4,1630,1615,1804,1751,UA,502,N528UA,94,96,70,13,15,SFO,PDX,550,4,20,0,,0,0,0,0,0,0
2004,3,25,4,1125,1130,1306,1307,UA,503,N385UA,161,157,146,-1,-5,DEN,OAK,957,4,11,0,,0,0,0,0,0,0
2004,3,25,4,936,941,1035,1042,UA,503,N385UA,119,121,98,-7,-5,DFW,DEN,641,5,16,0,,0,0,0,0,0,0
2004,3,25,4,1931,1805,2238,2119,UA,504,N933UA,127,134,109,79,86,LAX,DEN,862,5,13,0,,0,7,0,0,0,72
2004,3,25,4,1556,1605,1657,1710,UA,505,N473UA,61,65,41,-13,-9,LAS,LAX,236,4,16,0,,0,0,0,0,0,0
2004,3,25,4,1551,1559,1741,1722,UA,506,N934UA,110,83,83,19,-8,SAN,SFO,447,5,22,0,,0,0,0,19,0,0
2004,3,25,4,1544,1536,1609,1601,UA,507,N828UA,85,85,42,8,8,DTW,ORD,235,4,39,0,,0,0,0,0,0,0
2004,3,25,4,2301,2132,116,2357,UA,508,N331UA,75,85,64,79,89,DEN,OKC,495,3,8,0,,0,0,0,0,0,79
2004,3,25,4,2012,2015,2159,2212,UA,509,N929UA,167,177,141,-13,-3,DEN,SEA,1024,5,21,0,,0,0,0,0,0,0
2004,3,25,4,1834,1840,1909,1916,UA,509,N929UA,95,96,79,-7,-6,OKC,DEN,495,6,10,0,,0,0,0,0,0,0
2004,3,25,4,1013,1015,1502,1509,UA,510,N943UA,169,174,148,-7,-2,DEN,ATL,1199,10,11,0,,0,0,0,0,0,0
2004,3,25,4,1723,1725,1853,1848,UA,511,N472UA,150,143,126,5,-2,DEN,SNA,846,10,14,0,,0,0,0,0,0,0
2004,3,25,4,1356,1405,1601,1629,UA,511,N472UA,245,264,228,-28,-9,MIA,DEN,1709,5,12,0,,0,0,0,0,0,0
2004,3,25,4,1318,1326,1429,1441,UA,512,N840UA,71,75,54,-12,-8,ABQ,DEN,349,6,11,0,,0,0,0,0,0,0
2004,3,25,4,1536,1535,2112,2111,UA,512,N840UA,216,216,197,1,1,DEN,MIA,1709,5,14,0,,0,0,0,0,0,0
2004,3,25,4,1833,1805,2145,2058,UA,514,N350UA,132,113,83,47,28,ORD,CLT,599,6,43,0,,0,0,0,21,0,26
2004,3,25,4,1321,1312,1756,1715,UA,514,N350UA,215,183,154,41,9,SLC,ORD,1249,16,45,0,,0,0,0,41,0,0
2004,3,25,4,1930,1720,2037,1844,UA,515,N420UA,127,144,107,113,130,ALB,ORD,723,4,16,0,,0,0,0,19,0,94
2004,3,25,4,2113,1940,2354,2215,UA,515,N420UA,281,275,241,99,93,ORD,SMF,1781,3,37,0,,0,0,0,6,0,93
2004,3,25,4,655,700,1018,1022,UA,516,N387UA,143,142,108,-4,-5,LAX,DEN,862,23,12,0,,0,0,0,0,0,0
2004,3,25,4,1357,1357,1622,1615,UA,517,N444UA,205,198,172,7,0,FLL,ORD,1182,13,20,0,,0,0,0,0,0,0
2004,3,25,4,1704,1706,2029,1950,UA,517,N444UA,325,284,272,39,-2,ORD,SJC,1829,5,48,0,,0,0,0,39,0,0
2004,3,25,4,2313,2100,209,2350,UA,518,N487UA,116,110,89,139,133,ORD,PHL,678,6,21,0,,0,86,0,6,0,47
2004,3,25,4,2217,2115,53,2335,UA,519,N803UA,276,260,234,78,62,ORD,SEA,1721,3,39,0,,0,42,0,16,0,20
2004,3,25,4,642,650,941,956,UA,520,N805UA,119,126,101,-15,-8,ORD,BDL,783,4,14,0,,0,0,0,0,0,0
2004,3,25,4,1724,1730,1942,1955,UA,521,N944UA,198,205,170,-13,-6,IAD,DFW,1172,5,23,0,,0,0,0,0,0,0
2004,3,25,4,805,815,1219,1233,UA,522,N954UA,194,198,181,-14,-10,BOI,ORD,1437,4,9,0,,0,0,0,0,0,0
2004,3,25,4,1340,1345,1647,1629,UA,522,N954UA,127,104,74,18,-5,ORD,MDT,594,3,50,0,,0,0,0,18,0,0
2004,3,25,4,1157,1200,1320,1319,UA,523,N330UA,203,199,170,1,-3,ATL,DEN,1199,6,27,0,,0,0,0,0,0,0
2004,3,25,4,1420,1423,1616,1606,UA,523,N330UA,176,163,159,10,-3,DEN,PDX,992,3,14,0,,0,0,0,0,0,0
2004,3,25,4,655,700,959,1015,UA,524,N817UA,124,135,102,-16,-5,ORD,BOS,867,8,14,0,,0,0,0,0,0,0
2004,3,25,4,554,600,737,750,UA,525,N346UA,163,170,130,-13,-6,BOS,ORD,867,4,29,0,,0,0,0,0,0,0
2004,3,25,4,854,900,1216,1213,UA,526,N957UA,142,133,112,3,-6,ORD,BOS,867,5,25,0,,0,0,0,0,0,0
2004,3,25,4,704,715,838,859,UA,527,N471UA,154,164,130,-21,-11,BOS,ORD,867,7,17,0,,0,0,0,0,0,0
2004,3,25,4,1052,1100,1405,1410,UA,528,N575UA,133,130,104,-5,-8,ORD,BOS,867,5,24,0,,0,0,0,0,0,0
2004,3,25,4,813,814,941,954,UA,529,N420UA,148,160,127,-13,-1,BOS,ORD,867,6,15,0,,0,0,0,0,0,0
2004,3,25,4,1044,1044,1211,1206,UA,529,N420UA,87,82,66,5,0,ORD,MSP,334,3,18,0,,0,0,0,0,0,0
2004,3,25,4,1254,1255,1617,1609,UA,530,N809UA,143,134,114,8,-1,ORD,BOS,867,6,23,0,,0,0,0,0,0,0
2004,3,25,4,1005,1015,1134,1159,UA,531,N313UA,149,164,131,-25,-10,BOS,ORD,867,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1355,1400,1747,1721,UA,532,N948UA,172,141,112,26,-5,ORD,BOS,867,7,53,0,,0,0,0,26,0,0
2004,3,25,4,1205,1210,1354,1357,UA,533,N817UA,169,167,133,-3,-5,BOS,ORD,867,3,33,0,,0,0,0,0,0,0
2004,3,25,4,1455,1454,1805,1736,UA,533,N817UA,310,282,264,29,1,ORD,SJC,1829,5,41,0,,0,0,0,29,0,0
2004,3,25,4,1705,1625,1843,1753,UA,535,N835UA,98,88,65,50,40,SFO,SNA,372,7,26,0,,0,0,0,12,0,38
2004,3,25,4,624,630,1140,1140,UA,536,N316UA,196,190,175,0,-6,DEN,IAD,1452,6,15,0,,0,0,0,0,0,0
2004,3,25,4,1414,1415,1558,1558,UA,537,N957UA,164,163,137,0,-1,BOS,ORD,867,13,14,0,,0,0,0,0,0,0
2004,3,25,4,1900,1700,2240,2019,UA,538,N938UA,160,139,111,141,120,ORD,BOS,867,7,42,0,,0,0,0,22,0,119
2004,3,25,4,1504,1515,1804,1700,UA,539,N939UA,240,165,178,64,-11,BOS,ORD,867,6,56,0,,0,0,0,64,0,0
2004,3,25,4,1758,1800,2135,2124,UA,540,N815UA,157,144,107,11,-2,ORD,BOS,867,4,46,0,,0,0,0,0,0,0
2004,3,25,4,1106,1103,1642,1700,UA,540,N815UA,216,237,204,-18,3,SMF,ORD,1781,3,9,0,,0,0,0,0,0,0
2004,3,25,4,1725,1610,1941,1755,UA,541,N836UA,196,165,126,106,75,BOS,ORD,867,6,64,0,,0,0,0,106,0,0
2004,3,25,4,2236,1900,200,2224,UA,542,N325UA,144,144,109,216,216,ORD,BOS,867,6,29,0,,0,113,0,0,0,103
2004,3,25,4,1957,1715,2137,1905,UA,543,N809UA,160,170,134,152,162,BOS,ORD,867,3,23,0,,0,0,0,152,0,0
2004,3,25,4,2013,2005,2330,2244,UA,543,N802UA,317,279,253,46,8,ORD,OAK,1835,6,58,0,,0,8,0,38,0,0
2004,3,25,4,2240,2045,141,2355,UA,544,N418UA,121,130,97,106,115,ORD,BOS,867,3,21,0,,0,0,0,0,0,106
2004,3,25,4,1621,1350,2209,1942,UA,544,N418UA,228,232,202,147,151,SNA,ORD,1726,4,22,0,,0,0,0,147,0,0
2004,3,25,4,1957,1815,2136,2005,UA,545,N948UA,159,170,134,91,102,BOS,ORD,867,5,20,0,,0,0,0,89,0,2
2004,3,25,4,616,620,1207,1223,UA,546,N819UA,231,243,214,-16,-4,OAK,ORD,1835,7,10,0,,0,0,0,0,0,0
2004,3,25,4,1312,1315,1628,1623,UA,546,N819UA,136,128,107,5,-3,ORD,PVD,849,6,23,0,,0,0,0,0,0,0
2004,3,25,4,2039,1915,2250,2059,UA,547,N467UA,191,164,149,111,84,BOS,ORD,867,2,40,0,,0,0,0,101,0,10
2004,3,25,4,2222,2045,26,2234,UA,548,N318UA,64,49,32,112,97,ORD,GRR,137,4,28,0,,0,0,0,15,0,97
2004,3,25,4,1147,1155,1450,1439,UA,548,N318UA,123,104,76,11,-8,SFO,SLC,599,3,44,0,,0,0,0,0,0,0
2004,3,25,4,1737,1540,2147,1943,UA,548,N318UA,190,183,170,124,117,SLC,ORD,1249,4,16,0,,0,0,0,124,0,0
2004,3,25,4,1341,1334,1526,1505,UA,549,N416UA,165,151,148,21,7,DEN,SFO,967,7,10,0,,0,7,0,14,0,0
2004,3,25,4,1921,1915,2128,2131,UA,550,N820UA,127,136,111,-3,6,LAX,PDX,834,3,13,0,,0,0,0,0,0,0
2004,3,25,4,1819,1805,2105,2032,UA,551,N841UA,166,147,110,33,14,ORD,DFW,802,5,51,0,,0,14,0,19,0,0
2004,3,25,4,2315,2300,445,440,UA,552,N844UA,210,220,196,5,15,SAN,ORD,1723,4,10,0,,0,0,0,0,0,0
2004,3,25,4,1003,945,1109,1056,UA,553,N941UA,126,131,95,13,18,ATL,ORD,606,4,27,0,,0,0,0,0,0,0
2004,3,25,4,1423,1430,1930,1939,UA,554,N655UA,187,189,161,-9,-7,DEN,IAD,1452,6,20,0,,0,0,0,0,0,0
2004,3,25,4,1435,1442,1541,1546,UA,555,N465UA,66,64,42,-5,-7,LAS,LAX,236,8,16,0,,0,0,0,0,0,0
2004,3,25,4,636,640,900,902,UA,556,N319UA,84,82,63,-2,-4,ORD,PIT,412,6,15,0,,0,0,0,0,0,0
2004,3,25,4,1157,1205,1306,1304,UA,557,N320UA,129,119,100,2,-8,DFW,DEN,641,4,25,0,,0,0,0,0,0,0
2004,3,25,4,1826,1625,1936,1725,UA,558,N378UA,70,60,54,131,121,RNO,SFO,192,5,11,0,,0,0,0,131,0,0
2004,3,25,4,2025,1830,2200,2009,UA,558,N378UA,95,99,77,111,115,SFO,PDX,550,4,14,0,,0,14,0,0,0,97
2004,3,25,4,1052,1055,1214,1200,UA,559,N465UA,82,65,48,14,-3,LAS,LAX,236,12,22,0,,0,0,0,0,0,0
2004,3,25,4,1615,1615,2019,2000,UA,560,N560UA,184,165,140,19,0,ORD,RSW,1120,4,40,0,,0,0,0,19,0,0
2004,3,25,4,858,900,1504,1450,UA,560,N560UA,246,230,225,14,-2,SEA,ORD,1721,5,16,0,,0,0,0,0,0,0
2004,3,25,4,1006,1010,1232,1234,UA,562,N946UA,146,144,120,-2,-4,DFW,ORD,802,8,18,0,,0,0,0,0,0,0
2004,3,25,4,1330,1335,1620,1604,UA,562,N946UA,110,89,65,16,-5,ORD,BUF,473,2,43,0,,0,0,0,16,0,0
2004,3,25,4,651,654,750,753,UA,563,N473UA,59,59,42,-3,-3,LAS,LAX,236,4,13,0,,0,0,0,0,0,0
2004,3,25,4,1517,1515,1744,1735,UA,564,N383UA,87,80,52,9,2,ORD,CLE,316,4,31,0,,0,0,0,0,0,0
2004,3,25,4,1900,1745,2205,2045,UA,566,N945UA,125,120,83,80,75,ORD,ATL,606,9,33,0,,0,13,0,5,0,62
2004,3,25,4,626,630,746,756,UA,567,N815UA,140,146,125,-10,-4,DEN,LAX,862,4,11,0,,0,0,0,0,0,0
2004,3,25,4,848,850,1013,1011,UA,567,N815UA,85,81,62,2,-2,LAX,SMF,373,3,20,0,,0,0,0,0,0,0
2004,3,25,4,21,2355,604,534,UA,568,N434UA,223,219,199,30,26,DEN,BOS,1754,8,16,0,,0,26,0,4,0,0
2004,3,25,4,2013,1925,2145,2033,UA,569,N314UA,152,128,99,72,48,CLT,ORD,599,3,50,0,,0,0,0,58,0,14
2004,3,25,4,657,700,759,816,UA,570,N444UA,62,76,51,-17,-3,MSP,ORD,334,3,8,0,,0,0,0,0,0,0
2004,3,25,4,903,906,1256,1307,UA,570,N444UA,173,181,155,-11,-3,ORD,FLL,1182,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1655,1610,1720,1630,UA,571,N913UA,85,80,60,50,45,CVG,ORD,264,7,18,0,,0,0,0,50,0,0
2004,3,25,4,1758,1715,1946,1830,UA,571,N913UA,108,75,53,76,43,ORD,DSM,299,2,53,0,,0,8,0,33,0,35
